end (Year end),host (Host state ISO3),filed (Year filed),execme_end,execme_filed,v2pariglef_filed,v2pariglef_filed_dummy,v2pariglef_end_dummy,winner,state_lose,settled,v2pariglef_filed_ref,direct,v2pariglef_end,v2pariglef_end_ref1,v2pariglef_end_ref2,caseno (Case no.),parties (Parties to arbitration),direct2,execrlc,execrlc_dummy2,execrlc_dummy,execrlc_count,home (Home state ISO3),partisan,execnat,home2 (Home state2 ISO3),home3 (Home state3 ISO3),home4 (Home state4 ISO3),home5 (Home state5 ISO3),venue (Venue or rules adopted),legal (Legal doc. invoked),invsttype (Text on investment type),sector (Sector 3-letter code),asought_text (Text on award sought),"asought_usm (Award sought in US$m, exchange rate at time of filing, less interest/costs)",concluded (Arbitration concluded),ainvst_text (Text on award to investor),"ainvst_usm (Award to investor in US$m, not including costs/interest)",annul (Annulment filed),annul_filed (Year annulment filed),annul_end (Year annulment ends),annulstatus (Status of annulment)
2005,SVN,2004,SDS,LDS,2.75,1,0,settlement,1,1,,NA,4.566,,,ARB/04/17,Interbrew Central European Holding BV v. Republic of Slovenia,NA,2,1,NA,1,NLD,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Netherlands-Slovenia BIT,Brewery,MFG,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2012,TKM,2011,DPT,DPT,2,1,1,settlement,1,1,,NA,2.062,,,ARB(AF)/11/4,Mobile TeleSystems OJSC v. Turkmenistan,NA,3,1,1,2,RUS,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Russian Federation-Turkmenistan BIT,Telecommunications,TEL,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2007,UZB,2006,PDP,PDP,1.75,1,1,settlement,1,1,,NA,1.593,,1.589 (2009),ARB/06/20,Newmont USA Limited & Newmont (Uzbekistan) Limited v. Republic of Uzbekistan,NA,3,1,1,2,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Uzbekistan Investment Law (1998),Mining (gold),MIN,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2008,VEN,2007,PSUV,PSUV,0.3,1,1,settlement,1,1,0.3 (2010),0,0.529,,0.529 (2010),ARB/07/4,Eni Dacion BV v. Bolivarian Republic of Venezuela,1,0,NA,NA,NA,NLD,,0,ITA,n.a.,n.a.,n.a.,ICSID,"Netherlands-Venezuela BIT, Venezuela Investment Law (1999)",Oil and gas,OIL,Up to US$1b,1000,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2010,VEN,2009,PSUV,PSUV,0.3,1,1,settlement,1,1,,1,0.529,,,ARB/09/3,"Holcim Limited, Holderfin BV and Caricement BV v. Bolivarian Republic of Venezuela",0,0,NA,NA,NA,NLD,,0,CHE,n.a.,n.a.,n.a.,ICSID,"Venezuela-Netherlands BIT, Venezuela-Switzerland BIT",Construction,RE,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2012,VEN,2008,PSUV,PSUV,0.3,1,1,settlement,1,1,,1,0.567,,0.529 (2010),ARB/08/15,CEMEX Caracas Investments BV & CEMEX Caracas II Investments BV v. Bolivarian Republic of Venezuela,0,0,NA,NA,NA,NLD,,0,n.a.,n.a.,n.a.,n.a.,ICSID,"Netherlands-Venezuela BIT, Venezuela Investment Law (1999)",Manufacturing (cement),MFG,US$1.2b,1200,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2013,VEN,2010,PSUV,PSUV,0.3,1,1,settlement,1,1,,1,0.585,,0.623 (2015),ARB/10/9,"Universal Compression International Holdings, S.L.U. v. Bolivarian Republic of Venezuela",0,0,NA,NA,NA,ESP,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Spain-Venezuela BIT,Oil and gas,OIL,US$1200m,1200,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2015,VEN,2011,PSUV,PSUV,0.32,1,1,settlement,1,1,,1,0.623,,,ARB/11/30,Hortensia Margarita Shortt v. Bolivarian Republic of Venezuela,0,0,NA,NA,NA,GBR,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Venezuela-UK BIT,Maritime services (oil and gas),SER,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2012,VEN,2011,PSUV,PSUV,0.32,1,1,settlement,1,1,,NA,0.567,,0.529 (2010),ARB/11/10,"The Williams Companies, International Holdings B.V., WilPro Energy Services (El Furrial) Limited and WilPro Energy Services (Pigap II) Limited v. Bolivarian Republic of Venezuela",NA,0,NA,NA,NA,NLD,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Netherlands-Venezuela BIT,Oil and gas (compressed gas),OIL,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2001,ARE,2001,independent,independent,NA,NA,NA,settlement,1,1,,NA,NA,,,ARB/01/1,"Impregilo, S.p.A & Rizzani De Eccher S.p.A. v. United Arab Emirates",NA,0,NA,NA,NA,ITA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Italy-United Arab Emirates BIT,Real estate (mosque),RE,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2008,ARM,2007,independent,independent,NA,NA,NA,settlement,1,1,,0,NA,,,ARB/07/7,Global Gold Mining LLC v. Republic of Armenia,1,0,NA,NA,NA,USA,,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Armenia-United States BIT,Mining,MIN,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2009,BIH,2007,NA,NA,NA,NA,NA,settlement,1,1,,NA,NA,,,ARB/07/11,ALAS International Baustoffproduktions AG v. Bosnia and Herzegovina,NA,0,NA,NA,NA,AUT,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Austria-Bosnia and Herzegovina BIT,Manufacturing (cement),MFG,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2015,BLZ,2010,UDP,UDP,NA,NA,NA,settlement,1,1,,0,NA,,,(PCA Case No. 2010-21),Dunkeld International Investment Limited v. The Government of Belize (II),1,1,0,0,0,GBR,,0,n.a.,n.a.,n.a.,n.a.,PCA,Belize-United Kingdom BIT,Telecommunications,TEL,US$175,175,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2008,ECU,2006,PAIS,independent,NA,NA,1,settlement,1,1,,NA,2.937,,,ARB/06/21,City Oriente Limited v. Republic of Ecuador & Empresa Estatal Petr??leos del Ecuador (Petroecuador),NA,3,1,1,2,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Contract with host state,Oil and gas,OIL,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2008,ECU,2006,PAIS,independent,NA,NA,1,settlement,1,1,,NA,2.937,,,ARB/06/17,"Tecnicas Reunidas, SA & Eurocontrol SA v. Republic of Ecuador",NA,3,1,1,2,ESP,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Ecuador-Spain BIT,Oil and gas,OIL,Approximately US$35m,35,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
1998,GRD,1997,NNP,NNP,NA,NA,NA,settlement,1,1,,NA,NA,,,ARB/97/5,WRB Enterprises & Grenada Private Power Limited v. Grenada,NA,1,0,0,0,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Contract with host state,Electric power concession,UTL,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2009,JOR,2007,independent,independent,NA,NA,NA,settlement,1,1,,0,NA,,,ARB/07/25,"Trans-Global Petroleum, Inc. v. Hashemite Kingdom of Jordan",1,0,NA,NA,NA,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Jordan-United States BIT,Oil and gas (exploration),OIL,US$540m,540,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2004,JOR,2002,independent,independent,NA,NA,NA,settlement,1,1,,NA,NA,,,ARB/02/12,JacobsGibb Limited v. Hashemite Kingdom of Jordan,NA,0,NA,NA,NA,GBR,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Jordan-United Kingdom BIT,Water services concession,UTL,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2008,KGZ,2006,independent,independent,NA,NA,NA,settlement,1,1,,0,NA,,,n.a.,Oxus Gold v. Kyrgyzstan,1,0,NA,NA,NA,GBR,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,United Kingdom-Kyrgyzstan BIT,Mining,MIN,Approximately US$630m,630,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2004,MAR,2000,independent,independent,NA,NA,NA,settlement,1,1,,NA,NA,,,ARB/00/4,Salini Costruttori & Italstrade v. Kingdom of Morocco,NA,0,NA,NA,NA,ITA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Italy-Morocco BIT,Highway construction project,UTL,Equivalent to US$66114917,66.1,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
1996,MDG,1994,CSDDM,CSDDM,NA,NA,NA,settlement,1,1,,NA,NA,,Same as UNDD?,CONC/94/1,SEDITEX Engineering Beratungsgesellschaft fur dieTextilindustrie m.b.H. v. Madagascar,NA,0,NA,NA,NA,DEU,,0,n.a.,n.a.,n.a.,n.a.,ICSID CR,Contract with host state,Textile enterprise,MFG,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2004,PAK,2001,independent,independent,NA,NA,NA,settlement,1,1,,0,NA,,,ARB/01/13,SGS Societe Generale de Surveillance SA v. Islamic Republic of Pakistan,1,0,NA,NA,NA,CHE,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Pakistan-Switzerland BIT,Consulting services (testing and verification),SER,"US$112268430.49 plus damages (to be quantified later) for alleged harm to reputation, plus interest and costs",112.3,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2005,PAK,2003,independent,independent,NA,NA,NA,settlement,1,1,,0,NA,,,ARB/03/3 [see ARB/02/2],Impregilo SpA v. Islamic Republic of Pakistan,1,0,NA,NA,NA,ITA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Italy-Pakistan BIT,Electric power concession (hydro),UTL,US$450m plus interest and costs,450,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2014,PER,2012,Gana Peru,Gana Peru,NA,NA,NA,settlement,1,1,Alliance,1,NA,,coalition (GANA PERU),ARB/12/5,Elecnor S.A. and Isolux Cors??n Concesiones S.A. v. Republic of Peru,0,3,1,1,2,ESP,,1,n.a.,n.a.,n.a.,n.a.,ICSID,Spain-Peru BIT,Electric power concession,UTL,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2001,RUS,2000,independent,independent,NA,NA,NA,settlement,1,1,,NA,NA,,,n.a.,UK Bank v. Russian Federation,NA,0,NA,NA,NA,GBR,,0,n.a.,n.a.,n.a.,n.a.,SCC,Russian Federation-United Kingdom BIT,Finance (debt instruments),FIN,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2003,SAU,2003,independent,independent,NA,NA,NA,settlement,1,1,,NA,NA,,,ARB/03/1,Ed. Zublin AG v. Kingdom of Saudi Arabia,NA,0,NA,NA,NA,DEU,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Germany-Saudi Arabia BIT,Real estate (commercial),RE,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2012,SRB,2011,NA,NA,NA,NA,NA,settlement,1,1,,NA,NA,,,ARB/11/4,Club Hotel Loutraki S.A. and Casinos Austria International Holding GMBH v. Republic of Serbia,NA,n.a.,NA,NA,NA,GRC,,NA,n.a.,n.a.,n.a.,n.a.,ICSID,"Greece-Serbia BIT, Austria-Serbia BIT",Gaming,SER,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2012,UKR,2007,PR,independent,NA,NA,0,settlement,1,1,,NA,3.048,,,n.a.,"Laskaridis Shipping Co. LTD, Lavinia Corp., A.K.Laskaridis & P.K.Laskaridis vs. Ukraine",NA,2,1,NA,1,GRC,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,Greece-Ukraine BIT,Manufacturing (shipbuilding),MFG,US$9m,9,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2006,UKR,2004,independent,FUU,NA,NA,NA,settlement,1,1,,0,NA,,,ARB/04/2,Western NIS Enterprise Fund v. Ukraine,1,0,NA,NA,NA,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Ukraine-United States BIT,Manufacturing (sunflower oil),MFG,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2012,YUG,2011,NA,NA,NA,NA,NA,settlement,1,1,,NA,NA,,,ARB/11/4,Club Hotel Loutraki S.A. and Casinos Austria International Holding GMBH v. Republic of Serbia,NA,-999,NA,NA,NA,AUT,,NA,GRC,n.a.,n.a.,n.a.,ICSID,"Austria-Serbia BIT, Greece-Serbia BIT",Services (gambling),SER,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2007,ZAR,2003,independent,NA,NA,NA,NA,settlement,1,1,,NA,NA,,,ARB/03/14,"Miminco LLC, et al v. Democratic Republic of the Congo",NA,0,NA,NA,NA,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Congo (Democratic Republic of)-United States BIT,Mining (diamond),MIN,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
pending,BDI,2013,NA,CNDD-FDD,3.8,0,NA,pending,NA,NA,,NA,NA,,,ARB/13/7,Joseph Houben v. Burundi,NA,n.a.,NA,NA,NA,BELLUX,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Belgium & Luxembourg-Burundi BIT,Real estate,RE,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,BDI,2014,NA,CNDD-FDD,3.9,0,NA,pending,NA,NA,,NA,NA,,,ARB/14/31,Tariq Bashir and SA Interpetrol Burundi v. Republic of Burundi,NA,n.a.,NA,NA,NA,BELLUX,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Belgium & Luxembourg-Burundi BIT,Oil and gas,OIL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,BGR,2015,NA,GERB,3.167,0,NA,pending,NA,NA,,NA,NA,,,ARB/15/19,ENERGO-PRO a.s. v. Republic of Bulgaria,NA,n.a.,NA,NA,NA,CZE,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Energy Charter Treaty and Bulgaria-Czech Republic BIT,Electric power consession (hydro),UTL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,BGR,2015,NA,GERB,3.167,0,NA,pending,NA,NA,,NA,NA,,,ARB/15/43,State General Reserve Fund of the Sultanate of Oman v. Republic of Bulgaria,NA,n.a.,NA,NA,NA,OMN,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Bulgaria-Oman BIT,Banking,FIN,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CAN,2013,NA,CPC,4.667,0,NA,pending,NA,NA,,0,NA,,,n.a.,Eli Lilly v. Canada,1,n.a.,NA,NA,NA,USA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,UNCITRAL,NAFTA,Pharmaceuticals enterprise,MFG,CAD500m,500,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CAN,2015,NA,CPC,4.667,0,NA,pending,NA,NA,,0,NA,,,(PCA Case No. 2016-13),Resolute Forest Products Inc. v. Canada,1,n.a.,NA,NA,NA,USA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,n.a.,NAFTA,Manufacturing (paper),MFG,US$70m,70,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CAN,2007,NA,CPC,4.667,0,NA,pending,NA,NA,,0,NA,,,ARB(AF)/07/4,Mobil Investments Canada Inc. and Murphy Oil Corporation v. Canada,1,n.a.,NA,NA,NA,USA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID AF,NAFTA,Oil and gas,OIL,Approximately US$60m,60,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CAN,2008,NA,CPC,4.667,0,NA,pending,NA,NA,,0,NA,,,4/1/2009,Bilcon of Delaware et al v. Canada,1,n.a.,NA,NA,NA,USA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,PCA,NAFTA,Mining (quarrying),MIN,US$188m,188,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CAN,2011,NA,CPC,4.667,0,NA,pending,NA,NA,,0,NA,,,2012-17,Mesa Power Group LLC v. Canada,1,n.a.,NA,NA,NA,USA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,PCA,NAFTA,Electric power concession (wind),UTL,US$775m,775,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CAN,2012,NA,CPC,4.667,0,NA,pending,NA,NA,,0,NA,,,ARB(AF)/12/3,Mercer International Inc. v. Canada,1,n.a.,NA,NA,NA,USA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID AF,NAFTA,Electric power concession (biomass),UTL,"CAD250m, plus costs, pre-award and post-award interest, and compensation for tax consequences of the award",250.3,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CAN,2010,NA,CPC,4.667,0,NA,pending,NA,NA,,NA,NA,,,n.a.,William Jay Greiner and Malbaie River Outfitters Inc. v. Government of Canada,NA,n.a.,NA,NA,NA,USA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,UNCITRAL,NAFTA,Tourism (fishing),SER,CAD8m,7.8,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CAN,2013,NA,CPC,4.667,0,NA,pending,NA,NA,,NA,NA,,,n.a.,Lone Pine Resources Inc. v. Canada,NA,n.a.,NA,NA,NA,USA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,UNCITRAL,NAFTA,Oil and gas (fracking),OIL,CAD250m,251.7,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CAN,2015,NA,CPC,4.667,0,NA,pending,NA,NA,,NA,NA,,,ARB/15/6,Mobil Investments Canada Inc. v. Canada,NA,n.a.,NA,NA,NA,USA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,NAFTA,Oil and gas,OIL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CMR,2015,NA,RDPC,3.6,0,NA,pending,NA,NA,,0,NA,,,ARB/15/18,Capital Financial Holdings Luxembourg S.A. v. Republic of Cameroon,1,n.a.,NA,NA,NA,LUX,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Energy Charter Treaty,Banking,FIN,EUR100000000,112,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CPV,2015,NA,MPD,3.7,0,NA,pending,NA,NA,,NA,NA,,,ARB/15/12,"PT Ventures, SGPS, S.A. v. Republic of Cabo Verde",NA,n.a.,NA,NA,NA,PRT,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Cape Verde-Portugal BIT,Telecommunications,TEL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CPV,2014,NA,MPD,3.733,0,NA,pending,NA,NA,,NA,NA,,,2014-33,Sterling Merchant Finance Ltd v. Government of the Republic of Cabo Verde,NA,n.a.,NA,NA,NA,USA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,PCA,Contract with host state,Consulting services,SER,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CRI,2012,NA,PLN,3.5,0,NA,pending,NA,NA,,0,NA,,,ARB/12/4,Supervision y Control S.A. v. Republic of Costa Rica,1,n.a.,NA,NA,NA,ESP,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Costa Rica-Spain BIT,Vehicle inspection facilities,SER,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CRI,2013,NA,PLN,3.583,0,NA,pending,NA,NA,,0,NA,,,ARB/13/2,Cervin Investissements S.A. and Rhone Investissements S.A. v. Republic of Costa Rica,1,n.a.,NA,NA,NA,CHE,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Costa Rica-Switzerland BIT,Oil and gas (distribution),OIL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CRI,2013,NA,PLN,3.583,0,NA,pending,NA,NA,,NA,NA,,,UNCT/13/2,Spence International Investments and others v. Costa Rica,NA,n.a.,NA,NA,NA,USA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID UNCITRAL,CAFTA-DR,Real estate (residential),RE,US$49m,49,no,n.a.,n.a.,no,n.a.,n.a.,n.a.
pending,CRI,2014,NA,PLN,3.667,0,NA,pending,NA,NA,,NA,NA,,,n.a.,David R. Aven and Others v. Republic of Costa Rica,NA,n.a.,NA,NA,NA,USA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,UNCITRAL,CAFTA-DR,Tourism (resort),SER,US$70m,70,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CRI,2014,NA,PLN,3.667,0,NA,pending,NA,NA,,NA,NA,,,ARB/14/5,Infinito Gold Ltd. V. Republic of Costa Rica,NA,n.a.,NA,NA,NA,CAN,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Costa Rica-Canada BIT,Mining (gold),MIN,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CYP,2015,NA,DISY,4.667,0,NA,pending,NA,NA,,NA,NA,,,ARB/15/49,Theodoros Adamakopoulos and others v. Republic of Cyprus,NA,n.a.,NA,NA,NA,GRC,n.a.,NA,LUX,n.a.,n.a.,n.a.,ICSID,"Cyprus-Greece BIT, Belgium-Luxemburg Economic Union-Cyprus BIT",Banking,FIN,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CZE,2013,NA,ODS,4.571,0,NA,pending,NA,NA,,NA,NA,,,n.a.,WA Investments-Europa Nova Limited?_v. Czech Republic,NA,n.a.,NA,NA,NA,CYP,n.a.,NA,n.a.,n.a.,n.a.,n.a.,UNCITRAL,"Cyrpus-Czech Republic BIT, Energy Charter Treaty",Electric power concession (solar),UTL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CZE,2013,NA,ODS,4.571,0,NA,pending,NA,NA,,NA,NA,,,n.a.,Voltaic Network GmbH v. Czech Republic,NA,n.a.,NA,NA,NA,DEU,n.a.,NA,n.a.,n.a.,n.a.,n.a.,UNCITRAL,"Czech Republic-Germany BIT,?_Energy Charter Treaty",Electric power concession (solar),UTL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CZE,2013,NA,ODS,4.571,0,NA,pending,NA,NA,,NA,NA,,,n.a.,"Jurgen Wirtgen, Stefan Wirtgen, and JSW Solar (zwei) GmbH & Co.KG v. Czech Republic",NA,n.a.,NA,NA,NA,DEU,n.a.,NA,n.a.,n.a.,n.a.,n.a.,UNCITRAL,"Germany-Czech Republic BIT, Energy Charter Treaty",Electric power concession (solar),UTL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CZE,2013,NA,ODS,4.571,0,NA,pending,NA,NA,,NA,NA,,,n.a.,Photovoltaik Knopf Betriebs-GmbH v. Czech Republic,NA,n.a.,NA,NA,NA,DEU,n.a.,NA,n.a.,n.a.,n.a.,n.a.,UNCITRAL,"Germany-Czech Republic BIT, Energy Charter Treaty",Electric power concession (solar),UTL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CZE,2013,NA,ODS,4.571,0,NA,pending,NA,NA,,NA,NA,,,n.a.,"Natland Investment Group N.V., Natland Group Limited, G.I.H.G. Limited, and Radiance Energy Holding S.A.R.L. v. Czech Republic",NA,n.a.,NA,NA,NA,NLD,n.a.,NA,CYP,BELLUX,n.a.,n.a.,UNCITRAL,"Netherlands-Czech Republic BIT, Cyprus-Czech Republic BIT, Belgium & Luxembourg-Czech Republic BIT, Energy Charter Treaty",Electric power concession (solar),UTL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CZE,2013,NA,ODS,4.571,0,NA,pending,NA,NA,,NA,NA,,,n.a.,Antaris Solar GmbH and others v. Czech Republic,NA,n.a.,NA,NA,NA,NLD,n.a.,NA,DEU,CYP,GBR,BELLUX,UNCITRAL,"Netherlands-Czech Republic BIT, Cyprus-Czech Republic BIT, Germany-Czech Republic BIT, Belgium & Luxembourg-Czech Republic BIT, United Kingdom-Czech Republic BIT, Energy Charter Treaty",Electric power concession (solar),UTL,Between ?_50m and ?_70m,66.1,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,CZE,2013,NA,ODS,4.571,0,NA,pending,NA,NA,,NA,NA,,,n.a.,I.C.W. Europe Investments Limited v. Czech Republic,NA,n.a.,NA,NA,NA,GBR,n.a.,NA,n.a.,n.a.,n.a.,n.a.,UNCITRAL,"United Kingdom-Czech Republic BIT, Energy Charter Treaty",Electric power concession (solar),UTL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,DEU,2012,NA,CDU,4,0,NA,pending,NA,NA,,NA,NA,,,ARB/12/12,Vattenfall AB and others v. Federal Republic of Germany,NA,n.a.,NA,NA,NA,SWE,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Energy Charter Treaty,Electric power concession (nuclear),UTL,US$1b,1000,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,DOM,2007,NA,PLD,4.042,0,NA,pending,NA,NA,,NA,NA,,,UN7927,Societe Generale v. Dominican Republic,NA,n.a.,NA,NA,NA,FRA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,LCIA,Dominican Republic-France BIT,Electric power concession,UTL,US$680m,680,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,DOM,2014,NA,PLD,4.278,0,NA,pending,NA,NA,,0,NA,,,ARB(AF)/14/3,"Corona Materials, LLC v. Dominican Republic",1,n.a.,NA,NA,NA,USA,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,CAFTA-DR,Mining and quarrying,MIN,US$100m,100,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,EGY,2011,NA,NDP,4.25,0,NA,pending,NA,NA,,NA,NA,,,ARB/11/6,Bawabet Al Kuwait Holding Company v. Arab Republic of Egypt,NA,n.a.,NA,NA,NA,KWT,n.a.,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Egypt-Kuwait BIT,Manufacturing (fertilizer),MFG,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,EGY,2011,NA,NDP,4.25,0,NA,pending,NA,NA,,NA,NA,,,7/1/2012,Mohamed Abdel Raouf Bahgat v. Arab Republic of Egypt,NA,n.a.,NA,NA,NA,FIN,n.a.,NA,n.a.,n.a.,n.a.,n.a.,PCA,Egypt-Finland BIT,unknown,unknown,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
pending,ESP,2013,NA,PP,4.6,0,NA,pending,NA,NA,,0,NA,,,ARB/13/36,Eiser Infrastructure Limited and Energia Solar Luxembourg S.a r.l. v. Spain,1,n.a.,NA,NA,NA,GBR,n.a.,NA,BELLUX,n.a.,n.a.,n.a.,ICSID,Energy Charter Treaty,Electric power concession (solar),UTL,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
